,id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work,abstract
283,10.2307/2965648,10.2307/2965648,,Helen M. Walker,Journal of the American Statistical Association,40,231,1945-09-01T00:00:00Z,pp. 399-403,American Statistical Association,brv,"Statistics|Raleigh Schorling;John R. Clark;Frances G. Lankford, Jr.",
284,10.2307/2281724,10.2307/2281724,,Miles L. Colean,Journal of the American Statistical Association,52,280,1957-12-01T00:00:00Z,pp. 594-595,American Statistical Association,brv,American Housing and Its Use.|Louis Winnick,
285,10.2307/2282714,10.2307/2282714,Multivariate Analysis of Variance for a Special Covariance Case,Seymour Geisser,Journal of the American Statistical Association,58,303,1963-09-01T00:00:00Z,pp. 660-669,American Statistical Association,fla,,"Multivariate analysis of variance tests are developed for situations where the underlying covariance structure is uniform (equal variances and covariances) in terms of statistics analogous to Hotelling's T<sup>2</sup> and T<sup>2</sup><sub>0</sub>. Extensions are made to several populations as well as to blocks of uniform covariance matrices. A special case, which is typical of the test procedures given here, is the problem of testing whether the mean vector of a bivariate normal distribution is equal to some specified vector based on n observations. The uniform structure assumes that the two unknown variances are equal though the correlation is arbitrary. The testing procedure leads to a statistic U which is distributed as the sum of two independent F<sub>1,n-1</sub> ratios which may be contrasted with the T<sup>2</sup> statistic proportional to F<sub>2, n-2</sub> used in the situation where the variances are not assumed equal."
286,10.2307/2279005,10.2307/2279005,The Standard Error of Percentiles,W. Duane Evans,Journal of the American Statistical Association,37,219,1942-09-01T00:00:00Z,pp. 367-376,American Statistical Association,fla,,
287,10.2307/2284647,10.2307/2284647,Asymptotically Optimal Group Rank Tests for Location,Richard A. Groeneveld,Journal of the American Statistical Association,67,340,1972-12-01T00:00:00Z,pp. 847-849,American Statistical Association,fla,,The asymptotic efficiency of a simple group rank test is examined in the case of testing that the location parameter of a symmetric distribution is zero against the alternative it is positive. Asymptotic optimality is shown subject to a condition on the density function. Efficiencies in relation to the sample mean and the sign test are found in several cases.
288,10.2307/2284818,10.2307/2284818,,James L. Bicksler,Journal of the American Statistical Association,68,343,1973-09-01T00:00:00Z,pp. 750-751,American Statistical Association,brv,Studies in the Theory of Capital Markets.|Michael C. Jensen,
289,10.2307/2965523,10.2307/2965523,The Revised Index of the Volume of Trade,Carl Snyder,Journal of the American Statistical Association,20,151,1925-09-01T00:00:00Z,pp. 397-404,American Statistical Association,mis,,
290,10.2307/2288385,10.2307/2288385,,Ronald M. Andersen,Journal of the American Statistical Association,79,385,1984-03-01T00:00:00Z,pp. 240-241,American Statistical Association,brv,"Health: United States, 1982.|National Center for Health Statistics, Hematologial and Nutritional Biochemistry Reference Data for Persons 6 Months-74 Years of Age: United States, 1976-80.|National Center for Health Statistics, Social Security Bulletin: Annual Statistical Supplement, 1981.|U. S. Department of Health and Human Services",
291,10.2307/2280873,10.2307/2280873,Back Matter,,Journal of the American Statistical Association,52,278,1957-06-01T00:00:00Z,pp. 292-300,American Statistical Association,mis,,
292,10.2307/2670369,10.2307/2670369,Estimating Millions of Dynamic Timing Patterns in Real Time,"Diane Lambert, Jose C. Pinheiro, Don X. Sun",Journal of the American Statistical Association,96,453,2001-03-01T00:00:00Z,pp. 316-330,American Statistical Association,fla,,"In some business applications, the transaction behavior of each customer is tracked separately with a customer signature. A customer's signature for buying behavior, for example, may contain information on the likely place of purchase, value of goods purchased, type of goods purchased, and timing of purchases. The signature may be updated whenever the customer makes a transaction, and, because of storage limitations, the updating may be able to use only the new transaction and the summarized information in the customer's current signature. Standard sequential updating schemes, such as exponentially weighted moving averaging, can be used to update a characteristic that is observed at random, but timing variables like day of the week are not observed at random, and standard sequential estimates of their distributions can be badly biased. This article derives a fast, space-efficient sequential estimator for timing distributions that is based on a Poisson model that has periodic rates that may evolve over time. The sequential estimator is a variant of an exponentially weighted moving average. It approximates the posterior mean under a dynamic Poisson timing model and has good asymptotic properties. Simulations show that it also has good finite sample properties. A telecommunications application to a random sample of 2,000 customers shows that the model assumptions are adequate and that the sequential estimator can be useful in practice."
293,10.2307/27640219,10.2307/27640219,,Abel Rodriguez,Journal of the American Statistical Association,103,484,2008-12-01T00:00:00Z,pp. 1706-1707,American Statistical Association,brv,Bayesian Statistics 8|J. M. Bernardo;M. J. Bayarri;J. O. Berger;A. P. Dawid;D. Heckerman;A. F. M. Smith;M. West,
294,10.2307/2278720,10.2307/2278720,War and Commodity Prices,Holbrook Working,Journal of the American Statistical Association,35,210,1940-06-01T00:00:00Z,pp. 309-324,American Statistical Association,fla,,
295,10.2307/2278501,10.2307/2278501,"Comment on ""The Variate Difference Method of Seasonal Variation""",Victor S. von Szeliski,Journal of the American Statistical Association,25,169,1930-03-01T00:00:00Z,pp. 83-84,American Statistical Association,mis,,
296,10.2307/2283309,10.2307/2283309,,Stanley C. Hollander,Journal of the American Statistical Association,58,302,1963-06-01T00:00:00Z,pp. 587-589,American Statistical Association,brv,Distribution in Great Britain and North America.|Margaret Hall;John Knapp;Christopher Winsten,
297,10.2307/2289520,10.2307/2289520,Probabilistic Methods in Crystal Structure Analysis,"Uri Shmueli, George H. Weiss",Journal of the American Statistical Association,85,409,1990-03-01T00:00:00Z,pp. 6-19,American Statistical Association,fla,,"One of the main goals of modern crystallography is the determination of the detailed internal structure of crystalline matter, at the atomic level. Statistical analyses and, in particular, random-walk models play a central role in inferring structural information from crystallographic data. Such methods are routinely employed by crystallographers in the determination of crystal symmetry from the experimental data, and in the solution of the outstandingly important problem for this discipline, the phase problem. Three classes of approaches are discussed: (a) methods based entirely on the central limit theorem; (b) approximate expansions in terms of orthogonal polynomials that have the central-limit-theorem pdf as their weight function--that is, Gram-Charlier and Edgeworth expansions; and (c) pdf's that are exactly formulated and reduced to computable forms, represented as Fourier and Fourier-Bessel series. Both univariate and multivariate pdf's of crystallographic interest are derived and discussed. Some other approximate probabilistic approaches that have been applied to crystallographic problems are also briefly reviewed."
298,10.2307/2291380,10.2307/2291380,Discharge Rates of Medicare Stroke Patients to Skilled Nursing Facilities: Bayesian Logistic Regression With Unobserved Heterogeneity,"Michael J. Kahn, Adrian E. Raftery",Journal of the American Statistical Association,91,433,1996-03-01T00:00:00Z,pp. 29-41,American Statistical Association,fla,,"We determine factors, both hospital-specific and market area-specific, associated with hospitals' propensities for discharging Medicare stroke patients to skilled nursing facilities (SNF's) in California and Florida. Logistic regression is generalized to the case of a betabinomial, hierarchical model, in which covariate information is included in the hyperparameters of the second-stage beta distribution. It is found that the posterior mean of the proportion discharged to SNF is approximately a weighted average (i.e., shrinkage estimator) of the logistic regression estimator and the observed rate. We develop fully Bayesian inference that takes into account uncertainty about the hyperparameters, and we find that this also allows us to test for overdispersion in a natural way. The number of observed zeros (i.e., hospitals that sent no stroke patients to a SNF) is excessive compared to the number expected from a standard logistic regression model and is fit better by the hierarchical betabinomial model. The factors associated with discharge to SNF differ between California and Florida. In California the case-matrix index and percent Medicaid admissions of the hospital, as well as the per capita income for the area and whether there is a rehabilitation facility in the area, are associated with discharge rates to SNF's. In Florida, whether there is a rehabilitation facility in the area is the only factor that exhibits association with discharge rates to SNF's."
299,10.2307/2284477,10.2307/2284477,,Benjamin King,Journal of the American Statistical Association,67,339,1972-09-01T00:00:00Z,pp. 713-714,American Statistical Association,brv,Introductory Statistics: A Decision Map.|Thad R. Harshbarger,
300,10.2307/2277454,10.2307/2277454,,I. V. Hiscock,Journal of the American Statistical Association,20,149,1925-03-01T00:00:00Z,pp. 149-150,American Statistical Association,brv,Studies in Human Biology.|Raymond Pearl,
301,10.2307/2279085,10.2307/2279085,,Gerhard Meyer,Journal of the American Statistical Association,33,204,1938-12-01T00:00:00Z,pp. 762-764,American Statistical Association,brv,Entwicklung und Strukturwandlungen des Englischen Aussenhandels von 1700 bis zur Gegenwart.|Werner Schlote,
302,10.2307/2286750,10.2307/2286750,Linear Models with Exchangeably Distributed Errors,Steven F. Arnold,Journal of the American Statistical Association,74,365,1979-03-01T00:00:00Z,pp. 194-199,American Statistical Association,fla,,"A generalization of the general linear model is considered. Let Y<sub>i</sub> = α + T<sub>i γ</sub> + e<sub>i</sub>, i = 1, ⋯, n, where the Y<sub>i</sub> are 1 × p observed random variables, the T<sub>i</sub> are 1 × (r - 1) constant vectors, and α and γ are unobserved constants. The exchangeable linear model (EGLM) occurs when we assume that the e<sub>i</sub> are unobserved and exchangeably, jointly normally distributed. The classical general linear model (CGLM) occurs when the e<sub>i</sub> are independent and identically distributed (iid). Optimal procedures for testing hypotheses about γ for the CGLM are also optimal for the EGLM. Optimal methods for testing hypotheses about γ for the CGLM have size 1 for the EGLM. There is no sensible test that the errors are iid in the EGLM. Estimation is considered."
303,10.2307/2276742,10.2307/2276742,An Estimate of Total Volume of Debits to Individual Accounts in the United States,Morris A. Copeland,Journal of the American Statistical Association,23,163,1928-09-01T00:00:00Z,pp. 301-303,American Statistical Association,fla,,
304,10.2307/2965548,10.2307/2965548,Broken Biological Size Relationships: A Truncated Semiparametric Regression Approach With Measurement Error,"Alan E. Gelfand, Bani K. Mallick, Wolfgang Polasek",Journal of the American Statistical Association,92,439,1997-09-01T00:00:00Z,pp. 836-845,American Statistical Association,fla,,"Biological size relationships (i.e., regression of one size variable on another) are typically monotone but often break down at extreme values of the variables. Here we study the way in which a plant's biomass is apportioned to reproductive and other life activities. Working with a theory proposed by Weiner (1988) based an analogy between a biological plant and an industrial plant leads to a truncated regression model formulation. We consider a dataset involving 542 goldenrod plants that has been analyzed in a limited fashion by others. Important extensions that we provide include nonparametric modeling of the size relationship, introduction of covariate information, incorporation of heterogeneity across plant families, and inclusion of measurement error models for both response and explanatory variables. Our approach is through hierarchical models taking advantage of available prior information on the magnitudes of the size variables. Models are fitted using simulation methods enabling a full range of inference. An attractive model choice criterion demonstrates the need to accommodate all of the aforementioned aspects for the given dataset. Our flexible modeling approach can be adapted to investigate other biological size relationships."
305,10.2307/2284299,10.2307/2284299,On the Efficiency of Ordinary Least-Squares in Regression Models,Pietro Balestra,Journal of the American Statistical Association,65,331,1970-09-01T00:00:00Z,pp. 1330-1337,American Statistical Association,fla,,"For all regression models containing a common subset of explanatory variables, a necessary and sufficient condition for the ordinary least-squares estimators to be also best linear-unbiased estimators is given. The stochastic properties of the variances and covariances estimated by ordinary least-squares are derived. Five examples, especially useful in economic applications, are studied. The relevance of the basic result of this article for regression models containing a set of dummy variables is stressed."
306,10.2307/2284370,10.2307/2284370,A Multi-Country Analysis of the Effects of Data Revisions on an Econometric Model,"Frank T. Denton, Ernest H. Oksanen",Journal of the American Statistical Association,67,338,1972-06-01T00:00:00Z,pp. 286-291,American Statistical Association,fla,,"This study may be regarded as an empirical contribution to the subject of measurement error in economic statistics and its influence on econometric estimation. A small annual econometric model is specified and estimated using United Nations national accounts data for each of 21 countries for the period 1955-64. The model is fitted first to preliminary data and then to revised data. Changes in coefficient estimates and related statistics resulting from the data revisions are examined. The data revisions themselves are also examined from the point of view of their magnitude, direction, and inter-series correlation."
307,10.2307/2965491,10.2307/2965491,Volume Information,,Journal of the American Statistical Association,21,153,1926-03-01T00:00:00Z,pp. 1-6,American Statistical Association,mis,,
308,10.2307/2283627,10.2307/2283627,Publications Received,,Journal of the American Statistical Association,65,329,1970-03-01T00:00:00Z,pp. 478-480,American Statistical Association,mis,,
309,10.2307/2670237,10.2307/2670237,Regularization of Wavelet Approximations,"Anestis Antoniadis, Jianqing Fan",Journal of the American Statistical Association,96,455,2001-09-01T00:00:00Z,pp. 939-955,American Statistical Association,fla,,"In this paper, we introduce nonlinear regularized wavelet estimators for estimating nonparametric regression functions when sampling points are not uniformly spaced. The approach can apply readily to many other statistical contexts. Various new penalty functions are proposed. The hard-thresholding and soft-thresholding estimators of Donoho and Johnstone are specific members of nonlinear regularized wavelet estimators. They correspond to the lower and upper envelopes of a class of the penalized least squares estimators. Necessary conditions for penalty functions are given for regularized estimators to possess thresholding properties. Oracle inequalities and universal thresholding parameters are obtained for a large class of penalty functions. The sampling properties of nonlinear regularized wavelet estimators are established and are shown to be adaptively minimax. To efficiently solve penalized least squares problems, nonlinear regularized Sobolev interpolators (NRSI) are proposed as initial estimators, which are shown to have good sampling properties. The NRSI is further ameliorated by regularized one-step estimators, which are the one-step estimators of the penalized least squares problems using the NRSI as initial estimators. The graduated nonconvexity algorithm is also introduced to handle penalized least squares problems. The newly introduced approaches are illustrated by a few numerical examples."
310,10.2307/2282506,10.2307/2282506,Corrigenda: A Stochastic Analysis of the Size Distribution of Firms,Irma G. Adelman,Journal of the American Statistical Association,54,288,1959-12-01T00:00:00Z,p. 810,American Statistical Association,fla,,
311,10.2307/2283997,10.2307/2283997,,Robert Hooke,Journal of the American Statistical Association,62,318,1967-06-01T00:00:00Z,pp. 688-690,American Statistical Association,brv,Percentage Baseball.|Earnshaw Cook;W. R. Garner,
312,10.2307/2282712,10.2307/2282712,"Consumer Durable Goods Expenditures, with Major Emphasis on the Role of Assets, Credit and Intentions",Janet A. Fisher,Journal of the American Statistical Association,58,303,1963-09-01T00:00:00Z,pp. 648-657,American Statistical Association,fla,,"Previous use of credit appears to be a significant discriminator of subsequent durable goods purchasing behavior and still more important as a discriminator of the financing method used by durable good purchasers, according to an analysis of reinterview data from the 1957 and 1958 Surveys of Consumer Finances. The relation of liquid asset holdings to subsequent purchasing behavior seems to be related to the type of such asset holdings, to previous and to current credit use. These and other relationships with respect to intentions to purchase suggest that surveys more pointedly focussed on the specific questions related to consumer durable goods purchasing behavior could yield better results than those yet attained."
313,10.2307/2286536,10.2307/2286536,Components of Variance Estimation for the Split-Plot Design,"Shou-Hua Li, Jerome H. Klotz",Journal of the American Statistical Association,73,361,1978-03-01T00:00:00Z,pp. 147-152,American Statistical Association,fla,,"In the balanced two-way layout split-plot design, maximum likelihood estimators and restricted maximum likelihood estimators are compared with the commonly used minimum variance unbiased estimators of variance components. Consistency problems are noted for the maximum likelihood estimators and a theorem is proved showing that the mean square errors of the restricted maximum likelihood estimators are uniformly smaller than the minimum variance unbiased estimators."
314,10.2307/2289813,10.2307/2289813,,Thomas Santner,Journal of the American Statistical Association,85,410,1990-06-01T00:00:00Z,pp. 596-597,American Statistical Association,brv,Order Restricted Statistical Inference.|Tim Robertson;F. T. Wright;R. L. Dykstra,
315,10.2307/2288643,10.2307/2288643,A Unified Treatment of Locally Most Powerful Rank Tests Under Type II Censoring,"Gouri K. Bhattacharyya, Kishan G. Mehrotra",Journal of the American Statistical Association,78,382,1983-06-01T00:00:00Z,pp. 375-381,American Statistical Association,fla,,"For the derivation of locally most powerful (LMP) rank tests, a general method that encompasses a wide variety of testing problems and type II censoring schemes is formulated. Applications are illustrated in the context of the one-sample, two-sample, and regression problems. It is shown that the traditional derivations of the LMP rank tests are greatly simplified with the proposed method. The LMP criterion is also applied to some problems for which only ad hoc tests were previously proposed."
316,10.2307/2286201,10.2307/2286201,,S. E. F.,Journal of the American Statistical Association,69,348,1974-12-01T00:00:00Z,p. 1053,American Statistical Association,brv,Business Statistics: A First Course.|John E. Freund;Benjamin M. Perles,
317,10.2307/2282746,10.2307/2282746,,Werner Hochwald,Journal of the American Statistical Association,58,303,1963-09-01T00:00:00Z,pp. 849-851,American Statistical Association,brv,"The Flow-of-Funds Approach to Social Accounting: Appraisal, Analysis, and Applications.|The National Bureau of Economic Research",
318,10.2307/2279167,10.2307/2279167,Clearing Variates in Confluence Analysis,Horst Mendershausen,Journal of the American Statistical Association,34,205,1939-03-01T00:00:00Z,pp. 93-105,American Statistical Association,fla,,
319,10.2307/2291433,10.2307/2291433,,Michael E. Sobel,Journal of the American Statistical Association,91,433,1996-03-01T00:00:00Z,p. 438,American Statistical Association,brv,Identification Problems in the Social Sciences|Charles Manski,
320,10.2307/2283506,10.2307/2283506,A Markovian Model of Income Dynamics,John J. McCall,Journal of the American Statistical Association,66,335,1971-09-01T00:00:00Z,pp. 439-447,American Statistical Association,fla,,This study presents a Markovian analysis of the earnings mobility of prime working age males and females. Transition matrices were calculated for all those who moved from a low to a non-low earnings category (and vice versa) sometime during 1957-1966. These matrices were non-stationary. It was hypothesized that changes in the level of economic activity were the primary cause of non-stationarity. Regression analysis results were consistent with this hypothesis. Increased growth was more beneficial for male non-white movers than for whites. A significant proportion of individuals stayed in a low earnings category for the entire period. The proportion of non-white males that did so was significantly greater than the corresponding white proportion.
321,10.2307/2282084,10.2307/2282084,A Note on the Exact Finite Sample Frequency Functions of Generalized Classical Linear Estimators in Two Leading Over-Identified Cases,R. L. Basmann,Journal of the American Statistical Association,56,295,1961-09-01T00:00:00Z,pp. 619-636,American Statistical Association,fla,,"The asymptotic unbiasedness and normality of alternative statistical estimators θ, θ1, ⋯ of a given parameter θ* are generally proved without reference to any explicit knowledge of the exact finite sample distribution functions, Fn(x), Gn(x) ⋯. (Here n denotes sample size.) Within the class of asymptotically unbiased and normally distributed estimators of a given parameter it is sometimes possible to demonstrate that one estimator possesses a smaller asymptotic variance than another, or that one estimator possesses the smallest asymptotic variance within a particular subclass. Asymptotic theory obviously does not predict anything about finite sample distribution functions Fn(x), Gn(x) ⋯. In particular we cannot deduce from asymptotic theorems that the estimator with the smallest asymptotic variance will continue to exhibit the smallest dispersion in finite samples. Consequently it remains an essential task in positive estimation theory to derive the exact finite sample distribution functions of the alternative estimators that appear to be promising on the basis of asymptotic considerations. In econometric statistics the alternative estimators of structural coefficients in systems of simultaneous equations appear to possess rather complicated finite sample distribution functions. Monte Carlo experiments are resorted to for the purpose of providing useful leads in mathematical research into the nature of these distributions. In this article are presented some leading results of a mathematical investigation of the exact finite sample distribution functions of generalized classical linear estimators. The results presented here exhibit some particularly important implications for the conduct and evaluation of Monte Carlo experiments in econometric statistics."
322,10.2307/27639837,10.2307/27639837,Quantile Regression in Reproducing Kernel Hilbert Spaces,"Youjuan Li, Yufeng Liu, Ji Zhu",Journal of the American Statistical Association,102,477,2007-03-01T00:00:00Z,pp. 255-268,American Statistical Association,fla,,"In this article we consider quantile regression in reproducing kernel Hilbert spaces, which we call kernel quantile regression (KQR). We make three contributions: (1) we propose an efficient algorithm that computes the entire solution path of the KQR, with essentially the same computational cost as fitting one KQR model; (2) we derive a simple formula for the effective dimension of the KQR model, which allows convenient selection of the regularization parameter; and (3) we develop an asymptotic theory for the KQR model."
323,10.2307/3085651,10.2307/3085651,Hierarchical Bayesian Nonresponse Models for Binary Data from Small Areas with Uncertainty about Ignorability,"Balgobin Nandram, Jai Won Choi",Journal of the American Statistical Association,97,458,2002-06-01T00:00:00Z,pp. 381-388,American Statistical Association,fla,,"In the National Crime Survey (NCS), data on victimization can be poststratified into domains determined by urbanization, type of place, and poverty level. There is much difficulty in the analysis of binary data with substantial nonresponse. We consider three Bayesian hierarchical models for binary nonresponse data, like those from the NCS, which are clustered within a number of domains or areas. As in small area estimation, one key feature is that each model ""borrows strength"" across the areas through the selection approach to nonresponse. This is necessary to estimate the parameters with the least association to the observed data (i.e., weakly identified parameters). The first model assumes that the nonresponse mechanism is ignorable, and the second model assumes that it is nonignorable. We argue that a discrete model expansion (a probabilistic mixture) may be inappropriate for modeling uncertainty about ignorability. Therefore, we propose a third model through a continuous model expansion on an odds ratio for each area. When the odds ratio is 1, we have the ignorable model; otherwise, the model is nonignorable. One important feature is that uncertainty about ignorability is incorporated by ""centering"" on the ignorable model. We analyze the poststratified data from the NCS to reveal latent features associated with nonresponse. The complexity of the posterior distributions of the parameters forces us to implement the methodology using Markov chain Monte Carlo methods. When the proportion of households with a characteristic (i.e., victimization in the NCS) and the response probability of a household in the population are estimated, we find that the nonignorable model and the expansion model are similar but that they differ from the ignorable model. Although considerable prior information about the nonresponse mechanism is needed, the expansion model indicates that nonresponse for most of the areas is nonignorable. An analysis shows that inference is not very sensitive to an important distribution assumption, and a simulation exercise shows that the expansion model works very well."
324,10.2307/2290565,10.2307/2290565,Sliced Inverse Regression for Dimension Reduction: Comment,David R. Brillinger,Journal of the American Statistical Association,86,414,1991-06-01T00:00:00Z,p. 333,American Statistical Association,fla,,
325,10.2307/2279271,10.2307/2279271,Hourly Earnings and Unit Labor Cost in Manufacturing,Irving H. Siegel,Journal of the American Statistical Association,35,211,1940-09-01T00:00:00Z,pp. 455-460,American Statistical Association,fla,,
326,10.2307/2281307,10.2307/2281307,Back Matter,,Journal of the American Statistical Association,48,262,1953-06-01T00:00:00Z,p. 384,American Statistical Association,mis,,
327,10.2307/2283210,10.2307/2283210,Order Statistics Estimators of the Location of the Cauchy Distribution,V. D. Barnett,Journal of the American Statistical Association,61,316,1966-12-01T00:00:00Z,pp. 1205-1218,American Statistical Association,fla,,"In a recent paper in this Journal, Rothenberg, Fisher and Tilanus [1] discuss a class of estimators of the location parameter of the Cauchy distribution, taking the form of the arithmetic average of a central subset of the sample order statistics. They show that the average of roughly the middle quarter of the ordered sample has minimum asymptotic variance within this class, and that asymptotically it eliminates about 36 per cent of the efficiency loss of the median (the most commonly used estimator) in comparison to the maximum likelihood estimator (m.l.e.). Of course both the m.l.e. and the best linear unbiased estimator based on the order statistics (BLUE) achieve full asymptotic efficiency in the Cramer-Rao sense and there can be no dispute about the relative merits of the three estimators asymptotically, or about the inferiority of the median (with asymptotic efficiency <tex-math>$8/\pi^2 \doteqdot 0.8$</tex-math> compared with about 0.88 for the estimator of Rothenberg et al.). In any practical situation however, we will be concerned with estimation from samples of finite size and asymptotic properties will not necessarily give any guidance here. We are essentially concerned with two points in assessing the relative merits of estimators in small samples, their ease of application and ""small-sample efficiency"" which is conveniently measured as the ratio of the Cramer-Rao lower bound to the variance of the estimator. In this paper various estimators of the location of the Cauchy distribution are compared in these two respects for samples of up to 20 observations. The small-sample properties of the m.l.e. have been extensively discussed elsewhere (Barnett [2]) and relevant results are summarized where necessary. The main purpose of the paper is to discuss general linear estimators based on the order statistics, and to assess their utility in the present context. Since this paper was prepared a further interesting `quick estimator', based on order statistics, for the location of the Cauchy distribution has been suggested by Bloch [8]."
328,10.2307/2290466,10.2307/2290466,A Test for Extreme Value Domain of Attraction,"A. M. Hasofer, Z. Wang",Journal of the American Statistical Association,87,417,1992-03-01T00:00:00Z,pp. 171-177,American Statistical Association,fla,,A simple statistic is proposed to test the hypothesis that a sample comes from a distribution in the domain of attraction of the Gumbel distribution. It is based on the top k order statistics and is a generalization of the Shapiro-Wilk goodness-of-fit statistic. The critical region of the test and its power against the alternative that the sample comes from a distribution in another domain of attraction are studied theoretically and by simulation. The power turns out to be superior to that of other tests previously proposed.
329,10.2307/2289326,10.2307/2289326,,Marcel Neuts,Journal of the American Statistical Association,83,403,1988-09-01T00:00:00Z,p. 905,American Statistical Association,brv,Probability: An Introduction.|Geoffrey Grimmett;Dominic Welsh,
330,10.2307/2288985,10.2307/2288985,"An Analysis of Contaminated Well Water and Health Effects in Woburn, Massachusetts: Comment",Walter J. Rogan,Journal of the American Statistical Association,81,395,1986-09-01T00:00:00Z,pp. 602-603,American Statistical Association,fla,,
331,10.2307/2277960,10.2307/2277960,,G. B. L. Arner,Journal of the American Statistical Association,26,176,1931-12-01T00:00:00Z,pp. 496-497,American Statistical Association,brv,Methodik der Volkszahlungen.|Franz Hiess,
332,10.2307/2284552,10.2307/2284552,,Walter R. Pirie,Journal of the American Statistical Association,68,344,1973-12-01T00:00:00Z,pp. 1028-1029,American Statistical Association,brv,Introduction to Probability.|John E. Freund,
333,10.2307/27590766,10.2307/27590766,Front Matter,,Journal of the American Statistical Association,101,475,2006-09-01T00:00:00Z,,American Statistical Association,mis,,
334,10.2307/2286772,10.2307/2286772,,"Charles Wolf, Jr.",Journal of the American Statistical Association,74,365,1979-03-01T00:00:00Z,pp. 249-250,American Statistical Association,brv,Basic Econometrics: An Introductory Text for Economists.|Michael S. Common,
335,10.2307/2281988,10.2307/2281988,,Arthur S. Goldberger,Journal of the American Statistical Association,53,284,1958-12-01T00:00:00Z,pp. 1050-1052,American Statistical Association,brv,The National Economic Accounts of the United States. Hearings Before the Subcommittee on Economic Statistics.,
336,10.2307/2277186,10.2307/2277186,Recent Literature,,Journal of the American Statistical Association,20,152,1925-12-01T00:00:00Z,pp. 593-598,American Statistical Association,mis,,
337,10.2307/2280806,10.2307/2280806,The Operating Characteristic Curve for Sequential Sampling by Variables when the Producer's and Consumer's Risks are Equal,Norman R. Garner,Journal of the American Statistical Association,51,273,1956-03-01T00:00:00Z,pp. 108-110,American Statistical Association,fla,,
338,10.2307/2286210,10.2307/2286210,Testing a Nonlinear Regression Specification: A Nonregular Case,A. Ronald Gallant,Journal of the American Statistical Association,72,359,1977-09-01T00:00:00Z,pp. 523-530,American Statistical Association,fla,,"A statistical test of whether an additive nonlinear term in the response function should be omitted from a nonlinear regression specification is considered. The regularity conditions used to obtain the asymptotic distributions of the customary test statistics are violated when the null hypothesis of omission is true. Moreover, standard iterative algorithms are likely to perform poorly when the data support the null hypothesis. Methods designed to circumvent these mathematical and computational difficulties are described and illustrated."
339,10.2307/2278006,10.2307/2278006,Economic Change and Financial Readjustment,Willford I. King,Journal of the American Statistical Association,28,181,1933-03-01T00:00:00Z,pp. 82-87,American Statistical Association,fla,,
340,10.2307/2284820,10.2307/2284820,,Alvin W. Drake,Journal of the American Statistical Association,68,343,1973-09-01T00:00:00Z,pp. 751-752,American Statistical Association,brv,Elements of Applied Stochastic Processes.|U. Narayan Bhat,
341,10.2307/2290072,10.2307/2290072,Joint Estimation of Incidence and Diagnostic Error Rates from Irregular Longitudinal Data,"Mark A. Espeland, Orah S. Platt, Dianne Gallagher",Journal of the American Statistical Association,84,408,1989-12-01T00:00:00Z,pp. 972-979,American Statistical Association,fla,,"Longitudinal studies often involve the repeated diagnosis across time of each patient's status with respect to a progressive categorical process. When the occurrence of a change in status is not readily apparent, two factors can make modeling and assessing the incidence rates of progression difficult. First, because diagnoses may be difficult, they may not be performed with the frequency necessary to pinpoint exact times of incidence. Second, uncertainty in the diagnostic process can obscure identification of the time interval in which incidence occurs. When serial diagnoses are fallible, even small error rates can seriously disrupt interpretation and make using the aforementioned methods difficult or impossible. For example, if false diagnoses (both false positives and negatives) occur independently with probability .05 in a longitudinal study involving four serial diagnoses, 19% of the strings of serial diagnoses would be expected to contain at least one error. If the underlying process is progressive, many of these errors would be noticeable: At face value, some patterns of diagnoses would describe regressions. Errors yielding patterns of diagnoses that are progressive would not be detectable. Simply omitting any subjects with inconsistent patterns from the analysis introduces bias. Another possible approach, using the first reported incidence of progression, also introduces bias (Schlesselman 1977). To analyze clinical data on the diagnosis of sexual maturation among subjects with sickle-cell disease, models are developed for jointly parameterizing incidence and error rates. An EM algorithm is presented that allows tractable maximum likelihood estimation even when the times of diagnoses are irregular and vary among subjects. Likelihood ratio tests are used to assess relationships between categorical covariates and both incidence and error rates. Data from the Cooperative Study of Sickle Cell Disease are analyzed to describe the age distribution for the onset of puberty (according to the Tanner stage index) among homozygous (SS) males. Clear delays in maturation are apparent among SS males. Diagnostic error rates for Tanner staging appear to vary with the subject's age. False-positive diagnoses appear to be more common than false-negative diagnoses."
342,10.2307/2284554,10.2307/2284554,,D. F. Cox,Journal of the American Statistical Association,68,344,1973-12-01T00:00:00Z,p. 1029,American Statistical Association,brv,"An Introduction to Statistical Science in Agriculture, Fourth Edition.|D. J. Finney",
343,10.2307/27590466,10.2307/27590466,,James Surles,Journal of the American Statistical Association,99,467,2004-09-01T00:00:00Z,p. 903,American Statistical Association,brv,The Stress-Strength Model and Its Generalizations: Theory and Applications|Samuel Kotz;Yan Lumelskii;Marianna Pensky,
344,10.2307/2277321,10.2307/2277321,Interest Rates and Security Prices,W. I. K.,Journal of the American Statistical Association,24,165,1929-03-01T00:00:00Z,pp. 69-72,American Statistical Association,fla,,
345,10.2307/2277014,10.2307/2277014,Judging the Forecast for 1929,Bradford B. Smith,Journal of the American Statistical Association,24,165,1929-03-01T00:00:00Z,pp. 94-98,American Statistical Association,fla,,
